podcast_id,title_podcast,category,content,rating,vader_sentiment,bert_sentiment,textrank_summary,t5_summary
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"Jen, Thank you for bringing all of your amazing guests to your audience. This episode was especially really interesting for me. Dr. Wells had a wonderful money role model in her dad and the story fascinated me. Love how you asked about her challenges, money story and brought her story to life. Great job, I'm looking forward to more podcasts!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"There are a few shows out there that give you great content, and then others that give you a great host, but there are very few that give you the one two punch! Jennifer Hemphill brings valuable advice and a fresh perspective to Money while staying approachable and fun. Well done!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"Ok I'am learning so much and getting so inspired. By what I hear. I have a general knowledge of money mgmt. But this lady has guest that are practical, relatable, and still amazing. I'm so glad I found this one.",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"I've been recommending podcasts for authors and author-hopefuls. This one isn't just for writers (or really just for females either) but figuring out the money-making side of things can keep many of us (writers and women) locked into choosing between having time or $. Enter Jen Hemphilll's approachable podcast which helps to demystify the whole leveling up thing to help us break through to financial freedom, security, and Independence.",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"Jen’s podcast is so great because it’s REAL. She doesn’t beat around the bush with money topics - but she also keeps the conversation light and fun. Listen in if you’re looking for some real, relatable, and fun money advice!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"I really enjoy this podcast. As someone who is finally beginning to take control of her finances, I really appreciate the good information presented in this podcast. It's informative but not intimidating at all. I really enjoy the interesting people she interviews, as well. Keep up the great work!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"Love Jen’s guests and questions. She is inspiring, challenging and the perfect find for the new year!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,I love financial education. And I love quality financial education sources even more. This is one of those sources. Thanks Jen for all your hard work.,5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,I love that Jen gets right to the heart of what really matters when it comes to money... no fluff- just Real. Actionable. Advice!,5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"Jen is such an important voice in the sisterhood of women who are supporting other women to rise up and take control of our money. She’s relatable and compassionate, and takes great care to create a show that’s full of good technical content as well as encouraging content about how women can manage the emotions that come along with money. As a fellow podcaster, I really respect what Jen is doing and you won’t be disappointed with this show!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"Thank you, Jen, for giving me hope in a dark time.  You are an angel.",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,This show is empowering and full of incredible content! No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! Love this podcast!,5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"Jen has the ability to make you feel like she’s your real life friend who just happens to be a money professional. I really enjoy this podcast and Jen’s take on money matters. The interviews so far have been great as well, I look forward to the future guests!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"With all of the different podcasts available today, very few of them stand out as exceptional. If you want to hear one which is truly worth every minute of your time, subscribe to Jen’s.",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,Lots of great tips. Well put together.,5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"The HMM podcast is a straightforward money/finances/budgeting show with a special twist to focus on moms who are taking care of their families and their businesses.  Jennifer Hemphill is such a warm, friendly and likeable host.  She can take the sticky money matters and lessen the uneasiness that some of us feel about our talking about our finances!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,So glad I found this podcast!!! I need all the help I can get when it comes to finance and Jen does an amazing job talking about it in a way that I can understand.  She is really fun to listen too! Can't wait for more episodes!!!,5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,Jen is a great host and the content is golden! Thanks for sharing so much value. Can't wait to see what's coming up on future episodes.,5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,Don't listen to this show unless you're ready to get motivated to improve your financial life. Jen's a master of her money and so relatable in her style and interviews of guests. Such a great show!,5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"I've just started listening and the one thing that grabbed me right away was Jen's authentic voice. You can tell she really wants to help us all get a handle on our money and get the most out of life. Keep up the good work, Jen! You are making a difference! And happy anniversary!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"I love your show and really enjoyed your interview with Ilean Harris. I found myself reflecting on the points Ilean made about investing in yourself and that by envisioning the lifestyle we want, we aren't a slave to money – rather, it becomes a tool for us to use to enjoy what we love in life. I really like listening to Her Money Matters for the interviews, as well as your personal takeaway at the end of each episode. Keep up the awesome work!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,Jen is a warm and knowledgeable host. Her podcast is motivating and fun to listen to!,5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,Jennifer is a great speaker and provides awesome advice for any gal wanting to make savings x,5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"Jen does a great job at interviewing her guests and sharing financial information that will help people on their path to financial success! They don't teach you this stuff in school, so Jen's podcast is critical for empowering women to become money advocates for themselves and take ownership of their financial situation. Don't go at it alone. Use Her Money Matters to help you move your financial life forward!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"Jen and her guests share actionable and inspiring lessons on how to confidently manage your finances.

Highly recommend listening and subscribing to Her Money Matters if you want the knowledge AND mindsets to build a healthier relationship with your money (and inch closer towards financial freedom as a result)!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"As a single woman, with no support system when it comes to finances, I am finding your podcasts very helpful and informative as they address women's relationship with money, our attitudes, struggles and fears toward it. This is making a difference. Thank you.",5,negative,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"This podcast is basically one long commercial for her paid program.  She interviews people who claimed to have gone through the training and asks them a bunch of questions that are pretty much, ""Why should everyone do this program?""  There is NO content, no information.  And it is sooo boring. Save your time and enjoy other podcasts: Hermoney with Jean Chatsky, Listen Money Matters, or even Stacking Benjamins.  At least you will be entertained, and will pick up some good advice as well.",1,positive,negative,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"Jen does a great job helping people get motivated and be sensible with their money. She shares great ideas that can make you smarter with budgeting and being confident about money. Thank you, Jen, for all you do for us women and for your exciting new book! I highly recommend it!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,Could be His Money Matters too because some great advice that transcends the sexes. Started listening  to it recently and now my wife is hooked as well.,5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"I love the podcast that Jen has put together and am very excited for ladies to get their hands on it.  Jen’s approach to confidence in finances WILL change the way you think about money, and set you up for the financial freedom you’ve always wanted.  Love the new show Jen!",5,positive,positive,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"Very glad I came across you and your podcasts! Loved you getting to know the real you from your first podcast.
I definitely feel the guilt and feeling overwhelmed when it comes to ""money talk"".  I would love to see more podcasts about creating a budget.  I have created a budget in the past but only been able to stick to it for a couple months and then because it wasn't a very quick and simple system I got busy with life and stop focusing on it. Help!",5,positive,,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
03a17efdb4a8a11d64d72000a53690e1,Her Money Matters,education-how-to,"I came accross Jen's podcast a few months back after being connected through a Facebook group we are both part of. I am one of those people completely obsessed with personal finance topics as well as general ""money matters"" but I am very selective with the kind of content I read and listen to. After all, time is limited! This is one of those shows I'd highly recommend. Jenn is super fun and transparent in all of her episodes. She also has guest that offer tons of value to the listener while also offering practical steps to improve finances. I love that she has her own episodes in addition to bringing on guests. All in all, great content. Keep up the great work!",5,positive,,No one is going to care more about your money than you will and Jen really gives great tips and insight to help us do just that! I love that Jen gets right to the heart of what really matters when it comes to money... I really enjoy this podcast and Jen’s take on money matters.,"Jen's show is both entertaining and informative . there's also warm, genuine vibe that comes through ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,"If you got into crypto at the top of the top (LIKE I DID) then lament no more...alone.  I mean, keep lametning because this market is a mess, but these folks not only let you know that you're not the only rekt soul still here... they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around.  Give them a listen, they are a ton of fun!",5,positive,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,Love the show! You all have a great chemistry together that just works! Keep up the great work!,5,positive,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,Need I say more?,5,neutral,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,Keep up the good work.,5,positive,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,"Two virgins, reading Cointelegraph word by word in moms basement. Wew.",1,neutral,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,Awful. Simply awful. Women shouldn’t be allowed to speak,1,negative,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,"This podcast is great. They talk crypto and pressure you every episode into writing a review for their podcast. Here it is! Good topics, great hosts, Chambers sound bites are amazing and they always have interesting guest! @Back2Crypto",5,positive,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,"Light and funny. 

Easy to listen to and Chamber and Bunchu are hilarious.",5,positive,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,Great cryptocurrency insight and content. To have all three opinions offered on a single podcast is great. I’m learning that blockchaintech and crypto investing and its successor is a long game and to factor in everyone’s opinion is critical to making wise unwrekt decisions.,5,positive,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,Pretty cringey imo,1,positive,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,Love the show!,5,positive,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,Never missed an episode and sometimes listen to them twice. Chambers is my fave- however bunch and C are a close second. Best financial advice I ever gotten: “don’t get REKT”,5,positive,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,"Just kidding, Bunchu and Chambers bring it each episode! I was personally subbed to 10+ crypto podcasts and now listen to 3 and Rekt survived!
Both of the hosts make it in a majority of the episodes (rare in crypto podcasts)and it's a bonus when Cynthia makes it on. They also have some of the best guests.",5,positive,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,"Hosted by a serial doxxer who threatens people and doxes their kids
Stay away",1,negative,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,"Informative content guys, fun banter, and superb guests! Wasted crypto mom (Cynthia) is something else though. Hah! No shame in her game! She’s a piece of work!",5,positive,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,This podcast is an awesome blend of fun and content. Three hosts work well together and have had an awesome guest list so far.  Informative and light hearted.,5,positive,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
836e13009dd87199b56494d8f2e38243,Rekt Podcast,news,Fun and informative. Great guests and imaginative non crypto games!,5,positive,,they also introduce you to some folks that can actually give you the tools to stop the bleeding and JUST MAYBE develop the proper skills to turn your game around. This podcast is an awesome blend of fun and content. Keep up the great work!,"these folks talk crypto and pressure you every episode into writing a review for their podcast . if you're not the only rekt soul still here, give them a listen ."
896e871d57e86d79ea20f67981ccd759,"Emprendedores Digitales |Marketing Digital, Blogging, Redes Sociales, Marketing Online, Negocios, SEO, blogs, Desarrollo Pers",business-careers,"Saludos Jose Miguel,
Escuchamos y esperamos semanal tus Podcasts. Gracias por las entrevistas y todo el conocimiento que nos brinda. Un saludo Amarilis y Juan Miguel",5,neutral,,"Hola José Miguel mi nombre es Jorge Matus de Miami,gracias por tu labor con este podcast lo considero muy completo,balanceado,manejado de una manera que mantiene interesado al público  y con temas y exponentes de altísimo nivel, cualquier persona que se considere emprendedor tiene que escuchar tú podcast. Me gusta el hecho de que presenta entrevistas muy interesantes. Gracias por las entrevistas y todo el conocimiento que nos brinda.","esperamos semanal tus Podcasts, Saludos Jose Miguel y Juan Miguel Soy desarrollador web en una agencia de mercadotecnia digital aqu en EEUU y estudiante de espaol."
896e871d57e86d79ea20f67981ccd759,"Emprendedores Digitales |Marketing Digital, Blogging, Redes Sociales, Marketing Online, Negocios, SEO, blogs, Desarrollo Pers",business-careers,"Soy desarrollador web en una agencia de mercadotecnia digital aquí en EEUU y estudiante de español. Escucho el programa por dos motivos: para practicar el idioma y para mantenerme al día en cuanto al SEO, al marketing, etcétera.  (Digamos que estoy matando dos pájaros de un tiro.) 

Me gusta mucho el podcast. Es muy bueno, de muy buena calidad. Voy aprendiendo cosas (y no sólo las cosas que tienen que ver con la gramática, los verbos, y tal). Que siga así. 

Por cierto, me encantó el episodio con Aleyda Solís. No estaría nada mal volver a escucharla  en el futuro.",5,negative,,"Hola José Miguel mi nombre es Jorge Matus de Miami,gracias por tu labor con este podcast lo considero muy completo,balanceado,manejado de una manera que mantiene interesado al público  y con temas y exponentes de altísimo nivel, cualquier persona que se considere emprendedor tiene que escuchar tú podcast. Me gusta el hecho de que presenta entrevistas muy interesantes. Gracias por las entrevistas y todo el conocimiento que nos brinda.","esperamos semanal tus Podcasts, Saludos Jose Miguel y Juan Miguel Soy desarrollador web en una agencia de mercadotecnia digital aqu en EEUU y estudiante de espaol."
896e871d57e86d79ea20f67981ccd759,"Emprendedores Digitales |Marketing Digital, Blogging, Redes Sociales, Marketing Online, Negocios, SEO, blogs, Desarrollo Pers",business-careers,Creo que tiene un contenido de mucho valor y la producción de los capítulos está hecha con calidad profesional.,4,neutral,,"Hola José Miguel mi nombre es Jorge Matus de Miami,gracias por tu labor con este podcast lo considero muy completo,balanceado,manejado de una manera que mantiene interesado al público  y con temas y exponentes de altísimo nivel, cualquier persona que se considere emprendedor tiene que escuchar tú podcast. Me gusta el hecho de que presenta entrevistas muy interesantes. Gracias por las entrevistas y todo el conocimiento que nos brinda.","esperamos semanal tus Podcasts, Saludos Jose Miguel y Juan Miguel Soy desarrollador web en una agencia de mercadotecnia digital aqu en EEUU y estudiante de espaol."
896e871d57e86d79ea20f67981ccd759,"Emprendedores Digitales |Marketing Digital, Blogging, Redes Sociales, Marketing Online, Negocios, SEO, blogs, Desarrollo Pers",business-careers,"Semanalmente espero los podcasts de Jose Miguel, vivo en República Dominicana y gracias a la tecnologia puedo aprender con Jose Miguel desde Barcelona!! Me encanta cómo conduce las entrevistas y toda la información valiosa que puedes obtener en sus programas! Super recomendado!!",5,positive,,"Hola José Miguel mi nombre es Jorge Matus de Miami,gracias por tu labor con este podcast lo considero muy completo,balanceado,manejado de una manera que mantiene interesado al público  y con temas y exponentes de altísimo nivel, cualquier persona que se considere emprendedor tiene que escuchar tú podcast. Me gusta el hecho de que presenta entrevistas muy interesantes. Gracias por las entrevistas y todo el conocimiento que nos brinda.","esperamos semanal tus Podcasts, Saludos Jose Miguel y Juan Miguel Soy desarrollador web en una agencia de mercadotecnia digital aqu en EEUU y estudiante de espaol."
896e871d57e86d79ea20f67981ccd759,"Emprendedores Digitales |Marketing Digital, Blogging, Redes Sociales, Marketing Online, Negocios, SEO, blogs, Desarrollo Pers",business-careers,Un Podcast que permite conectar con los emprendedores que ya son éxitosos en Internet. ¡Gracias por los estupendos contenidos!,5,neutral,,"Hola José Miguel mi nombre es Jorge Matus de Miami,gracias por tu labor con este podcast lo considero muy completo,balanceado,manejado de una manera que mantiene interesado al público  y con temas y exponentes de altísimo nivel, cualquier persona que se considere emprendedor tiene que escuchar tú podcast. Me gusta el hecho de que presenta entrevistas muy interesantes. Gracias por las entrevistas y todo el conocimiento que nos brinda.","esperamos semanal tus Podcasts, Saludos Jose Miguel y Juan Miguel Soy desarrollador web en una agencia de mercadotecnia digital aqu en EEUU y estudiante de espaol."
